season,episode,scene,speaker1,speaker2
2,3,2,Phoebe Buffay,Mr. Treeger
2,3,2,Chandler Bing,Mr. Treeger
2,3,2,Mr. Treeger,Joey Tribbiani
2,3,2,Phoebe Buffay,Ross Geller
2,3,2,Chandler Bing,Ross Geller
2,3,2,Ross Geller,Joey Tribbiani
2,3,2,Chandler Bing,Phoebe Buffay
2,3,2,Phoebe Buffay,Joey Tribbiani
2,3,2,Chandler Bing,Joey Tribbiani
2,3,3,Monica Geller,Mr. Treeger
2,3,3,Rachel Green,Mr. Treeger
2,3,3,Rachel Green,Monica Geller
2,3,4,Rachel Green,Monica Geller
2,3,4,Chandler Bing,Monica Geller
2,3,4,Monica Geller,Joey Tribbiani
2,3,4,Chandler Bing,Rachel Green
2,3,4,Rachel Green,Joey Tribbiani
2,3,4,Chandler Bing,Joey Tribbiani
2,3,5,Phoebe Buffay,Ross Geller
2,3,6,Chandler Bing,Joey Tribbiani
2,3,6,Chandler Bing,Rachel Green
2,3,6,Chandler Bing,Monica Geller
2,3,6,Rachel Green,Joey Tribbiani
2,3,6,Monica Geller,Joey Tribbiani
2,3,6,Rachel Green,Monica Geller
2,3,7,Phoebe Buffay,Ross Geller
2,3,8,Chandler Bing,Joey Tribbiani
2,3,8,Phoebe Buffay,Joey Tribbiani
2,3,8,Janice Litman Goralnik,Joey Tribbiani
2,3,8,Ross Geller,Joey Tribbiani
2,3,8,Chandler Bing,Phoebe Buffay
2,3,8,Chandler Bing,Janice Litman Goralnik
2,3,8,Chandler Bing,Ross Geller
2,3,8,Phoebe Buffay,Janice Litman Goralnik
2,3,8,Phoebe Buffay,Ross Geller
2,3,8,Ross Geller,Janice Litman Goralnik
2,3,9,Rachel Green,Monica Geller
2,3,10,Phoebe Buffay,Ross Geller
2,3,11,Rachel Green,Monica Geller
2,3,11,Rachel Green,Phoebe Buffay
2,3,11,Chandler Bing,Rachel Green
2,3,11,Rachel Green,Joey Tribbiani
2,3,11,Rachel Green,Ross Geller
2,3,11,Phoebe Buffay,Monica Geller
2,3,11,Chandler Bing,Monica Geller
2,3,11,Monica Geller,Joey Tribbiani
2,3,11,Monica Geller,Ross Geller
2,3,11,Chandler Bing,Phoebe Buffay
2,3,11,Phoebe Buffay,Joey Tribbiani
2,3,11,Phoebe Buffay,Ross Geller
2,3,11,Chandler Bing,Joey Tribbiani
2,3,11,Chandler Bing,Ross Geller
2,3,11,Ross Geller,Joey Tribbiani
2,4,2,Phoebe Buffay,Joey Tribbiani
2,4,2,Monica Geller,Joey Tribbiani
2,4,2,Ross Geller,Joey Tribbiani
2,4,2,#ALL#,Joey Tribbiani
2,4,2,Rachel Green,Joey Tribbiani
2,4,2,Chandler Bing,Joey Tribbiani
2,4,2,Phoebe Buffay,Monica Geller
2,4,2,Phoebe Buffay,Ross Geller
2,4,2,Phoebe Buffay,#ALL#
2,4,2,Rachel Green,Phoebe Buffay
2,4,2,Chandler Bing,Phoebe Buffay
2,4,2,Monica Geller,Ross Geller
2,4,2,Monica Geller,#ALL#
2,4,2,Rachel Green,Monica Geller
2,4,2,Chandler Bing,Monica Geller
2,4,2,Ross Geller,#ALL#
2,4,2,Rachel Green,Ross Geller
2,4,2,Chandler Bing,Ross Geller
2,4,2,Rachel Green,#ALL#
2,4,2,Chandler Bing,#ALL#
2,4,2,Chandler Bing,Rachel Green
2,4,3,Chandler Bing,Ross Geller
2,4,3,Rachel Green,Ross Geller
2,4,3,Monica Geller,Ross Geller
2,4,3,Ross Geller,#ALL#
2,4,3,Ross Geller,Joey Tribbiani
2,4,3,Phoebe Buffay,Ross Geller
2,4,3,Chandler Bing,Rachel Green
2,4,3,Chandler Bing,Monica Geller
2,4,3,Chandler Bing,#ALL#
2,4,3,Chandler Bing,Joey Tribbiani
2,4,3,Chandler Bing,Phoebe Buffay
2,4,3,Rachel Green,Monica Geller
2,4,3,Rachel Green,#ALL#
2,4,3,Rachel Green,Joey Tribbiani
2,4,3,Rachel Green,Phoebe Buffay
2,4,3,Monica Geller,#ALL#
2,4,3,Monica Geller,Joey Tribbiani
2,4,3,Phoebe Buffay,Monica Geller
2,4,3,#ALL#,Joey Tribbiani
2,4,3,Phoebe Buffay,#ALL#
2,4,3,Phoebe Buffay,Joey Tribbiani
2,4,4,Rachel Green,Ross Geller
2,4,6,Chandler Bing,Ross Geller
2,4,6,Ross Geller,#ALL#
2,4,6,Rachel Green,Ross Geller
2,4,6,Chandler Bing,#ALL#
2,4,6,Chandler Bing,Rachel Green
2,4,6,Rachel Green,#ALL#
2,4,7,Chandler Bing,Ross Geller
2,4,7,Chandler Bing,Joey Tribbiani
2,4,7,Chandler Bing,Rachel Green
2,4,7,Chandler Bing,Monica Geller
2,4,7,Ross Geller,Joey Tribbiani
2,4,7,Rachel Green,Ross Geller
2,4,7,Monica Geller,Ross Geller
2,4,7,Rachel Green,Joey Tribbiani
2,4,7,Monica Geller,Joey Tribbiani
2,4,7,Rachel Green,Monica Geller
2,4,9,Chandler Bing,Monica Geller
2,4,9,Monica Geller,Joey Tribbiani
2,4,9,Rachel Green,Monica Geller
2,4,9,Chandler Bing,Joey Tribbiani
2,4,9,Chandler Bing,Rachel Green
2,4,9,Rachel Green,Joey Tribbiani
2,4,11,Chandler Bing,Rachel Green
2,4,11,Rachel Green,Joey Tribbiani
2,4,11,Rachel Green,Ross Geller
2,4,11,Chandler Bing,Joey Tribbiani
2,4,11,Chandler Bing,Ross Geller
2,4,11,Ross Geller,Joey Tribbiani
2,5,1,Chandler Bing,Ross Geller
2,5,1,Ross Geller,Joey Tribbiani
2,5,1,Chandler Bing,Joey Tribbiani
2,5,2,Ross Geller,#ALL#
2,5,2,Rachel Green,Ross Geller
2,5,2,Chandler Bing,Ross Geller
2,5,2,Phoebe Buffay,Ross Geller
2,5,2,Ross Geller,Joey Tribbiani
2,5,2,Monica Geller,Ross Geller
2,5,2,Rachel Green,#ALL#
2,5,2,Chandler Bing,#ALL#
2,5,2,Phoebe Buffay,#ALL#
2,5,2,#ALL#,Joey Tribbiani
2,5,2,Monica Geller,#ALL#
2,5,2,Chandler Bing,Rachel Green
2,5,2,Rachel Green,Phoebe Buffay
2,5,2,Rachel Green,Joey Tribbiani
2,5,2,Rachel Green,Monica Geller
2,5,2,Chandler Bing,Phoebe Buffay
2,5,2,Chandler Bing,Joey Tribbiani
2,5,2,Chandler Bing,Monica Geller
2,5,2,Phoebe Buffay,Joey Tribbiani
2,5,2,Phoebe Buffay,Monica Geller
2,5,2,Monica Geller,Joey Tribbiani
2,5,3,Monica Geller,Ross Geller
2,5,3,Ross Geller,Joey Tribbiani
2,5,3,Phoebe Buffay,Ross Geller
2,5,3,Waiter,Ross Geller
2,5,3,Rachel Green,Ross Geller
2,5,3,Chandler Bing,Ross Geller
2,5,3,Monica Geller,Joey Tribbiani
2,5,3,Phoebe Buffay,Monica Geller
2,5,3,Waiter,Monica Geller
2,5,3,Rachel Green,Monica Geller
2,5,3,Chandler Bing,Monica Geller
2,5,3,Phoebe Buffay,Joey Tribbiani
2,5,3,Waiter,Joey Tribbiani
2,5,3,Rachel Green,Joey Tribbiani
2,5,3,Chandler Bing,Joey Tribbiani
2,5,3,Waiter,Phoebe Buffay
2,5,3,Rachel Green,Phoebe Buffay
2,5,3,Chandler Bing,Phoebe Buffay
2,5,3,Waiter,Rachel Green
2,5,3,Chandler Bing,Waiter
2,5,3,Chandler Bing,Rachel Green
2,5,4,Chandler Bing,Monica Geller
2,5,4,Chandler Bing,Phoebe Buffay
2,5,4,Chandler Bing,Ross Geller
2,5,4,Chandler Bing,Joey Tribbiani
2,5,4,Chandler Bing,Rachel Green
2,5,4,Phoebe Buffay,Monica Geller
2,5,4,Monica Geller,Ross Geller
2,5,4,Monica Geller,Joey Tribbiani
2,5,4,Rachel Green,Monica Geller
2,5,4,Phoebe Buffay,Ross Geller
2,5,4,Phoebe Buffay,Joey Tribbiani
2,5,4,Rachel Green,Phoebe Buffay
2,5,4,Ross Geller,Joey Tribbiani
2,5,4,Rachel Green,Ross Geller
2,5,4,Rachel Green,Joey Tribbiani
2,5,5,Monica Geller,Ross Geller
2,5,5,Chandler Bing,Monica Geller
2,5,5,Chandler Bing,Ross Geller
2,5,6,Phoebe Buffay,Joey Tribbiani
2,5,6,Monica Geller,Joey Tribbiani
2,5,6,Ross Geller,Joey Tribbiani
2,5,6,Chandler Bing,Joey Tribbiani
2,5,6,Phoebe Buffay,Monica Geller
2,5,6,Phoebe Buffay,Ross Geller
2,5,6,Chandler Bing,Phoebe Buffay
2,5,6,Monica Geller,Ross Geller
2,5,6,Chandler Bing,Monica Geller
2,5,6,Chandler Bing,Ross Geller
2,5,7,Rachel Green,Ross Geller
2,5,7,Monica Geller,Ross Geller
2,5,7,Chandler Bing,Ross Geller
2,5,7,Ross Geller,Joey Tribbiani
2,5,7,Phoebe Buffay,Ross Geller
2,5,7,Rachel Green,Monica Geller
2,5,7,Chandler Bing,Rachel Green
2,5,7,Rachel Green,Joey Tribbiani
2,5,7,Rachel Green,Phoebe Buffay
2,5,7,Chandler Bing,Monica Geller
2,5,7,Monica Geller,Joey Tribbiani
2,5,7,Phoebe Buffay,Monica Geller
2,5,7,Chandler Bing,Joey Tribbiani
2,5,7,Chandler Bing,Phoebe Buffay
2,5,7,Phoebe Buffay,Joey Tribbiani
2,6,1,Monica Geller,Ross Geller
2,6,1,Chandler Bing,Monica Geller
2,6,1,Monica Geller,Joey Tribbiani
2,6,1,Chandler Bing,Ross Geller
2,6,1,Ross Geller,Joey Tribbiani
2,6,1,Chandler Bing,Joey Tribbiani
2,6,2,Rachel Green,Phoebe Buffay
2,6,3,Chandler Bing,Joey Tribbiani
2,6,4,Rachel Green,Phoebe Buffay
2,6,4,Phoebe Buffay,Ross Geller
2,6,4,Phoebe Buffay,Monica Geller
2,6,4,Chandler Bing,Phoebe Buffay
2,6,4,Phoebe Buffay,Joey Tribbiani
2,6,4,Rachel Green,Ross Geller
2,6,4,Rachel Green,Monica Geller
2,6,4,Chandler Bing,Rachel Green
2,6,4,Rachel Green,Joey Tribbiani
2,6,4,Monica Geller,Ross Geller
2,6,4,Chandler Bing,Ross Geller
2,6,4,Ross Geller,Joey Tribbiani
2,6,4,Chandler Bing,Monica Geller
2,6,4,Monica Geller,Joey Tribbiani
2,6,4,Chandler Bing,Joey Tribbiani
2,6,5,Rachel Green,Phoebe Buffay
2,6,6,Monica Geller,Ross Geller
2,6,6,Chandler Bing,Ross Geller
2,6,6,Ross Geller,Joey Tribbiani
2,6,6,Phoebe Buffay,Ross Geller
2,6,6,Chandler Bing,Monica Geller
2,6,6,Monica Geller,Joey Tribbiani
2,6,6,Phoebe Buffay,Monica Geller
2,6,6,Chandler Bing,Joey Tribbiani
2,6,6,Chandler Bing,Phoebe Buffay
2,6,6,Phoebe Buffay,Joey Tribbiani
2,7,1,Chandler Bing,Rachel Green
2,7,1,Chandler Bing,Phoebe Buffay
2,7,1,Chandler Bing,Monica Geller
2,7,1,Chandler Bing,#ALL#
2,7,1,Rachel Green,Phoebe Buffay
2,7,1,Rachel Green,Monica Geller
2,7,1,Rachel Green,#ALL#
2,7,1,Phoebe Buffay,Monica Geller
2,7,1,Phoebe Buffay,#ALL#
2,7,1,Monica Geller,#ALL#
2,7,2,Chandler Bing,Monica Geller
2,7,3,Chandler Bing,Monica Geller
2,7,4,Chandler Bing,Rachel Green
2,7,4,Chandler Bing,Phoebe Buffay
2,7,4,Chandler Bing,Joey Tribbiani
2,7,4,Chandler Bing,#ALL#
2,7,4,Chandler Bing,Monica Geller
2,7,4,Chandler Bing,Ross Geller
2,7,4,Rachel Green,Phoebe Buffay
2,7,4,Rachel Green,Joey Tribbiani
2,7,4,Rachel Green,#ALL#
2,7,4,Rachel Green,Monica Geller
2,7,4,Rachel Green,Ross Geller
2,7,4,Phoebe Buffay,Joey Tribbiani
2,7,4,Phoebe Buffay,#ALL#
2,7,4,Phoebe Buffay,Monica Geller
2,7,4,Phoebe Buffay,Ross Geller
2,7,4,#ALL#,Joey Tribbiani
2,7,4,Monica Geller,Joey Tribbiani
2,7,4,Ross Geller,Joey Tribbiani
2,7,4,Monica Geller,#ALL#
2,7,4,Ross Geller,#ALL#
2,7,4,Monica Geller,Ross Geller
2,7,6,Phoebe Buffay,Joey Tribbiani
2,7,7,Rachel Green,Waiter
2,7,7,Rachel Green,Guy
2,7,7,Waiter,Guy
2,7,8,Chandler Bing,Monica Geller
2,7,9,Rachel Green,Ross Geller
2,7,10,Phoebe Buffay,Joey Tribbiani
2,7,11,Rachel Green,Ross Geller
2,7,12,Chandler Bing,Monica Geller
2,8,1,Rachel Green,Monica Geller
2,8,1,Rachel Green,Phoebe Buffay
2,8,1,Phoebe Buffay,Monica Geller
2,8,2,Ross Geller,Joey Tribbiani
2,8,3,Chandler Bing,Phoebe Buffay
2,8,3,Chandler Bing,Monica Geller
2,8,3,Chandler Bing,Joey Tribbiani
2,8,3,Chandler Bing,Ross Geller
2,8,3,Chandler Bing,Rachel Green
2,8,3,Phoebe Buffay,Monica Geller
2,8,3,Phoebe Buffay,Joey Tribbiani
2,8,3,Phoebe Buffay,Ross Geller
2,8,3,Rachel Green,Phoebe Buffay
2,8,3,Monica Geller,Joey Tribbiani
2,8,3,Monica Geller,Ross Geller
2,8,3,Rachel Green,Monica Geller
2,8,3,Ross Geller,Joey Tribbiani
2,8,3,Rachel Green,Joey Tribbiani
2,8,3,Rachel Green,Ross Geller
2,8,5,Phoebe Buffay,Monica Geller
2,8,5,Rachel Green,Monica Geller
2,8,5,Rachel Green,Phoebe Buffay
2,8,6,Chandler Bing,Ross Geller
2,8,6,Ross Geller,Joey Tribbiani
2,8,6,Chandler Bing,Joey Tribbiani
2,8,7,Rachel Green,Monica Geller
2,8,7,Phoebe Buffay,Monica Geller
2,8,7,Rachel Green,Phoebe Buffay
2,8,8,Chandler Bing,Joey Tribbiani
2,8,8,Chandler Bing,Ross Geller
2,8,8,Chandler Bing,Rachel Green
2,8,8,Ross Geller,Joey Tribbiani
2,8,8,Rachel Green,Joey Tribbiani
2,8,8,Rachel Green,Ross Geller
2,8,9,Chandler Bing,Monica Geller
2,8,9,Chandler Bing,Phoebe Buffay
2,8,9,Chandler Bing,Joey Tribbiani
2,8,9,Phoebe Buffay,Monica Geller
2,8,9,Monica Geller,Joey Tribbiani
2,8,9,Phoebe Buffay,Joey Tribbiani
2,8,10,Rachel Green,Ross Geller
2,8,10,Ross Geller,Joey Tribbiani
2,8,10,Chandler Bing,Ross Geller
2,8,10,Monica Geller,Ross Geller
2,8,10,Rachel Green,Joey Tribbiani
2,8,10,Chandler Bing,Rachel Green
2,8,10,Rachel Green,Monica Geller
2,8,10,Chandler Bing,Joey Tribbiani
2,8,10,Monica Geller,Joey Tribbiani
2,8,10,Chandler Bing,Monica Geller
2,8,12,Monica Geller,Ross Geller
2,8,12,Rachel Green,Monica Geller
2,8,12,Rachel Green,Ross Geller
2,9,1,Phoebe Buffay,Joey Tribbiani
2,9,1,Chandler Bing,Phoebe Buffay
2,9,1,Rachel Green,Phoebe Buffay
2,9,1,Phoebe Buffay,Monica Geller
2,9,1,Phoebe Buffay,Ross Geller
2,9,1,Chandler Bing,Joey Tribbiani
2,9,1,Rachel Green,Joey Tribbiani
2,9,1,Monica Geller,Joey Tribbiani
2,9,1,Ross Geller,Joey Tribbiani
2,9,1,Chandler Bing,Rachel Green
2,9,1,Chandler Bing,Monica Geller
2,9,1,Chandler Bing,Ross Geller
2,9,1,Rachel Green,Monica Geller
2,9,1,Rachel Green,Ross Geller
2,9,1,Monica Geller,Ross Geller
2,9,2,Chandler Bing,Joey Tribbiani
2,9,2,Ross Geller,Joey Tribbiani
2,9,2,Rachel Green,Joey Tribbiani
2,9,2,Gunther,Joey Tribbiani
2,9,2,Monica Geller,Joey Tribbiani
2,9,2,Phoebe Buffay,Joey Tribbiani
2,9,2,Chandler Bing,Ross Geller
2,9,2,Chandler Bing,Rachel Green
2,9,2,Chandler Bing,Gunther
2,9,2,Chandler Bing,Monica Geller
2,9,2,Chandler Bing,Phoebe Buffay
2,9,2,Rachel Green,Ross Geller
2,9,2,Gunther,Ross Geller
2,9,2,Monica Geller,Ross Geller
2,9,2,Phoebe Buffay,Ross Geller
2,9,2,Gunther,Rachel Green
2,9,2,Rachel Green,Monica Geller
2,9,2,Rachel Green,Phoebe Buffay
2,9,2,Gunther,Monica Geller
2,9,2,Gunther,Phoebe Buffay
2,9,2,Phoebe Buffay,Monica Geller
2,9,4,Chandler Bing,Rachel Green
2,9,4,Chandler Bing,Monica Geller
2,9,4,Chandler Bing,Ross Geller
2,9,4,Chandler Bing,Joey Tribbiani
2,9,4,Rachel Green,Monica Geller
2,9,4,Rachel Green,Ross Geller
2,9,4,Rachel Green,Joey Tribbiani
2,9,4,Monica Geller,Ross Geller
2,9,4,Monica Geller,Joey Tribbiani
2,9,4,Ross Geller,Joey Tribbiani
2,9,6,Chandler Bing,Joey Tribbiani
2,9,6,Phoebe Buffay,Joey Tribbiani
2,9,6,Chandler Bing,Phoebe Buffay
2,9,7,Monica Geller,Ross Geller
2,9,7,Rachel Green,Ross Geller
2,9,7,Rachel Green,Monica Geller
2,9,8,Chandler Bing,Phoebe Buffay
2,9,8,Phoebe Buffay,Joey Tribbiani
2,9,8,Chandler Bing,Joey Tribbiani
2,9,9,Rachel Green,Ross Geller
2,9,9,Rachel Green,Monica Geller
2,9,9,Rachel Green,Mr. Treeger
2,9,9,Monica Geller,Ross Geller
2,9,9,Ross Geller,Mr. Treeger
2,9,9,Monica Geller,Mr. Treeger
2,9,10,Phoebe Buffay,Joey Tribbiani
2,9,10,Chandler Bing,Phoebe Buffay
2,9,10,Chandler Bing,Joey Tribbiani
2,9,11,Chandler Bing,Joey Tribbiani
2,9,11,Chandler Bing,Monica Geller
2,9,11,Chandler Bing,Ross Geller
2,9,11,Chandler Bing,Phoebe Buffay
2,9,11,Monica Geller,Joey Tribbiani
2,9,11,Ross Geller,Joey Tribbiani
2,9,11,Phoebe Buffay,Joey Tribbiani
2,9,11,Monica Geller,Ross Geller
2,9,11,Phoebe Buffay,Monica Geller
2,9,11,Phoebe Buffay,Ross Geller
2,9,12,Rachel Green,Joey Tribbiani
2,9,12,Chandler Bing,Joey Tribbiani
2,9,12,Phoebe Buffay,Joey Tribbiani
2,9,12,Ross Geller,Joey Tribbiani
2,9,12,Chandler Bing,Rachel Green
2,9,12,Rachel Green,Phoebe Buffay
2,9,12,Rachel Green,Ross Geller
2,9,12,Chandler Bing,Phoebe Buffay
2,9,12,Chandler Bing,Ross Geller
2,9,12,Phoebe Buffay,Ross Geller
2,10,1,Ross Geller,Joey Tribbiani
2,10,1,Phoebe Buffay,Joey Tribbiani
2,10,1,Monica Geller,Joey Tribbiani
2,10,1,#ALL#,Joey Tribbiani
2,10,1,Rachel Green,Joey Tribbiani
2,10,1,Chandler Bing,Joey Tribbiani
2,10,1,Phoebe Buffay,Ross Geller
2,10,1,Monica Geller,Ross Geller
2,10,1,Ross Geller,#ALL#
2,10,1,Rachel Green,Ross Geller
2,10,1,Chandler Bing,Ross Geller
2,10,1,Phoebe Buffay,Monica Geller
2,10,1,Phoebe Buffay,#ALL#
2,10,1,Rachel Green,Phoebe Buffay
2,10,1,Chandler Bing,Phoebe Buffay
2,10,1,Monica Geller,#ALL#
2,10,1,Rachel Green,Monica Geller
2,10,1,Chandler Bing,Monica Geller
2,10,1,Rachel Green,#ALL#
2,10,1,Chandler Bing,#ALL#
2,10,1,Chandler Bing,Rachel Green
2,10,2,Rachel Green,Monica Geller
2,10,2,Phoebe Buffay,Monica Geller
2,10,2,Chandler Bing,Monica Geller
2,10,2,Monica Geller,Joey Tribbiani
2,10,2,Rachel Green,Phoebe Buffay
2,10,2,Chandler Bing,Rachel Green
2,10,2,Rachel Green,Joey Tribbiani
2,10,2,Chandler Bing,Phoebe Buffay
2,10,2,Phoebe Buffay,Joey Tribbiani
2,10,2,Chandler Bing,Joey Tribbiani
2,10,4,Rachel Green,Monica Geller
2,10,4,Rachel Green,Phoebe Buffay
2,10,4,Chandler Bing,Rachel Green
2,10,4,Rachel Green,Ross Geller
2,10,4,Phoebe Buffay,Monica Geller
2,10,4,Chandler Bing,Monica Geller
2,10,4,Monica Geller,Ross Geller
2,10,4,Chandler Bing,Phoebe Buffay
2,10,4,Phoebe Buffay,Ross Geller
2,10,4,Chandler Bing,Ross Geller
2,10,5,Chandler Bing,Joey Tribbiani
2,10,6,Waiter,Monica Geller
2,10,7,Chandler Bing,Ross Geller
2,10,7,Chandler Bing,Phoebe Buffay
2,10,7,Chandler Bing,Rachel Green
2,10,7,Phoebe Buffay,Ross Geller
2,10,7,Rachel Green,Ross Geller
2,10,7,Rachel Green,Phoebe Buffay
2,10,8,Chandler Bing,Rachel Green
2,10,8,Rachel Green,Monica Geller
2,10,8,Rachel Green,Ross Geller
2,10,8,Rachel Green,Phoebe Buffay
2,10,8,Rachel Green,Joey Tribbiani
2,10,8,Chandler Bing,Monica Geller
2,10,8,Chandler Bing,Ross Geller
2,10,8,Chandler Bing,Phoebe Buffay
2,10,8,Chandler Bing,Joey Tribbiani
2,10,8,Monica Geller,Ross Geller
2,10,8,Phoebe Buffay,Monica Geller
2,10,8,Monica Geller,Joey Tribbiani
2,10,8,Phoebe Buffay,Ross Geller
2,10,8,Ross Geller,Joey Tribbiani
2,10,8,Phoebe Buffay,Joey Tribbiani
2,10,9,Chandler Bing,Phoebe Buffay
2,11,1,Carol Willick,Ross Geller
2,11,1,Ross Geller,Susan Bunch
2,11,1,Carol Willick,Susan Bunch
2,11,2,Ross Geller,Joey Tribbiani
2,11,2,Monica Geller,Ross Geller
2,11,2,Chandler Bing,Ross Geller
2,11,2,Rachel Green,Ross Geller
2,11,2,Monica Geller,Joey Tribbiani
2,11,2,Chandler Bing,Joey Tribbiani
2,11,2,Rachel Green,Joey Tribbiani
2,11,2,Chandler Bing,Monica Geller
2,11,2,Rachel Green,Monica Geller
2,11,2,Chandler Bing,Rachel Green
2,11,3,Ross Geller,Joey Tribbiani
2,11,3,Chandler Bing,Ross Geller
2,11,3,Phoebe Buffay,Ross Geller
2,11,3,Monica Geller,Ross Geller
2,11,3,Rachel Green,Ross Geller
2,11,3,Chandler Bing,Joey Tribbiani
2,11,3,Phoebe Buffay,Joey Tribbiani
2,11,3,Monica Geller,Joey Tribbiani
2,11,3,Rachel Green,Joey Tribbiani
2,11,3,Chandler Bing,Phoebe Buffay
2,11,3,Chandler Bing,Monica Geller
2,11,3,Chandler Bing,Rachel Green
2,11,3,Phoebe Buffay,Monica Geller
2,11,3,Rachel Green,Phoebe Buffay
2,11,3,Rachel Green,Monica Geller
2,11,4,Chandler Bing,Monica Geller
2,11,4,Rachel Green,Monica Geller
2,11,4,Monica Geller,Ross Geller
2,11,4,Monica Geller,Joey Tribbiani
2,11,4,Phoebe Buffay,Monica Geller
2,11,4,Monica Geller,Sandra Green
2,11,4,Chandler Bing,Rachel Green
2,11,4,Chandler Bing,Ross Geller
2,11,4,Chandler Bing,Joey Tribbiani
2,11,4,Chandler Bing,Phoebe Buffay
2,11,4,Chandler Bing,Sandra Green
2,11,4,Rachel Green,Ross Geller
2,11,4,Rachel Green,Joey Tribbiani
2,11,4,Rachel Green,Phoebe Buffay
2,11,4,Rachel Green,Sandra Green
2,11,4,Ross Geller,Joey Tribbiani
2,11,4,Phoebe Buffay,Ross Geller
2,11,4,Ross Geller,Sandra Green
2,11,4,Phoebe Buffay,Joey Tribbiani
2,11,4,Sandra Green,Joey Tribbiani
2,11,4,Phoebe Buffay,Sandra Green
2,11,5,Rachel Green,Sandra Green
2,11,5,Monica Geller,Sandra Green
2,11,5,Ross Geller,Sandra Green
2,11,5,Sandra Green,Joey Tribbiani
2,11,5,Phoebe Buffay,Sandra Green
2,11,5,Chandler Bing,Sandra Green
2,11,5,Rachel Green,Monica Geller
2,11,5,Rachel Green,Ross Geller
2,11,5,Rachel Green,Joey Tribbiani
2,11,5,Rachel Green,Phoebe Buffay
2,11,5,Chandler Bing,Rachel Green
2,11,5,Monica Geller,Ross Geller
2,11,5,Monica Geller,Joey Tribbiani
2,11,5,Phoebe Buffay,Monica Geller
2,11,5,Chandler Bing,Monica Geller
2,11,5,Ross Geller,Joey Tribbiani
2,11,5,Phoebe Buffay,Ross Geller
2,11,5,Chandler Bing,Ross Geller
2,11,5,Phoebe Buffay,Joey Tribbiani
2,11,5,Chandler Bing,Joey Tribbiani
2,11,5,Chandler Bing,Phoebe Buffay
2,11,6,Rachel Green,Sandra Green
2,11,6,Monica Geller,Sandra Green
2,11,6,Phoebe Buffay,Sandra Green
2,11,6,Chandler Bing,Sandra Green
2,11,6,Sandra Green,Joey Tribbiani
2,11,6,Ross Geller,Sandra Green
2,11,6,Rachel Green,Monica Geller
2,11,6,Rachel Green,Phoebe Buffay
2,11,6,Chandler Bing,Rachel Green
2,11,6,Rachel Green,Joey Tribbiani
2,11,6,Rachel Green,Ross Geller
2,11,6,Phoebe Buffay,Monica Geller
2,11,6,Chandler Bing,Monica Geller
2,11,6,Monica Geller,Joey Tribbiani
2,11,6,Monica Geller,Ross Geller
2,11,6,Chandler Bing,Phoebe Buffay
2,11,6,Phoebe Buffay,Joey Tribbiani
2,11,6,Phoebe Buffay,Ross Geller
2,11,6,Chandler Bing,Joey Tribbiani
2,11,6,Chandler Bing,Ross Geller
2,11,6,Ross Geller,Joey Tribbiani
2,11,7,Carol Willick,Monica Geller
2,11,7,Monica Geller,Ross Geller
2,11,7,Carol Willick,Ross Geller
2,11,8,Chandler Bing,Joey Tribbiani
2,11,8,Phoebe Buffay,Joey Tribbiani
2,11,8,Carol Willick,Joey Tribbiani
2,11,8,Ross Geller,Joey Tribbiani
2,11,8,Chandler Bing,Phoebe Buffay
2,11,8,Carol Willick,Chandler Bing
2,11,8,Chandler Bing,Ross Geller
2,11,8,Carol Willick,Phoebe Buffay
2,11,8,Phoebe Buffay,Ross Geller
2,11,8,Carol Willick,Ross Geller
2,11,9,Monica Geller,Ross Geller
2,11,9,Monica Geller,Joey Tribbiani
2,11,9,Phoebe Buffay,Monica Geller
2,11,9,Chandler Bing,Monica Geller
2,11,9,Monica Geller,Woman
2,11,9,Rachel Green,Monica Geller
2,11,9,Monica Geller,Sandra Green
2,11,9,Ross Geller,Joey Tribbiani
2,11,9,Phoebe Buffay,Ross Geller
2,11,9,Chandler Bing,Ross Geller
2,11,9,Ross Geller,Woman
2,11,9,Rachel Green,Ross Geller
2,11,9,Ross Geller,Sandra Green
2,11,9,Phoebe Buffay,Joey Tribbiani
2,11,9,Chandler Bing,Joey Tribbiani
2,11,9,Woman,Joey Tribbiani
2,11,9,Rachel Green,Joey Tribbiani
2,11,9,Sandra Green,Joey Tribbiani
2,11,9,Chandler Bing,Phoebe Buffay
2,11,9,Phoebe Buffay,Woman
2,11,9,Rachel Green,Phoebe Buffay
2,11,9,Phoebe Buffay,Sandra Green
2,11,9,Chandler Bing,Woman
2,11,9,Chandler Bing,Rachel Green
2,11,9,Chandler Bing,Sandra Green
2,11,9,Rachel Green,Woman
2,11,9,Woman,Sandra Green
2,11,9,Rachel Green,Sandra Green
2,11,10,Ross Geller,Susan Bunch
2,11,10,Chandler Bing,Susan Bunch
2,11,10,Chandler Bing,Ross Geller
2,11,11,Monica Geller,Ross Geller
2,11,11,Phoebe Buffay,Monica Geller
2,11,11,Rachel Green,Monica Geller
2,11,11,Monica Geller,Joey Tribbiani
2,11,11,Chandler Bing,Monica Geller
2,11,11,Monica Geller,#ALL#
2,11,11,Phoebe Buffay,Ross Geller
2,11,11,Rachel Green,Ross Geller
2,11,11,Ross Geller,Joey Tribbiani
2,11,11,Chandler Bing,Ross Geller
2,11,11,Ross Geller,#ALL#
